PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,NAME
1628518,2017-18,20,1612709911,IWA,25.0,47,46,34.9,7.1,11.4,0.625,0.0,0.1,0.167,3.5,4.8,0.729,3.6,9.3,12.9,2.6,0.9,0.6,2.3,2.0,17.8,Amile Jefferson
203928,2017-18,20,1612709918,TEX,27.0,10,5,23.4,4.9,9.8,0.5,1.3,3.2,0.406,1.5,2.1,0.714,1.7,3.8,5.5,1.2,0.3,1.1,1.0,2.2,12.6,Cory Jefferson
203511,2017-18,20,1612709893,CTN,24.0,16,14,33.1,6.4,13.6,0.475,2.0,5.2,0.386,1.9,2.3,0.861,1.6,5.9,7.4,2.6,1.4,1.5,1.3,2.4,16.8,Grant Jerrett
1628525,2017-18,20,1612709909,DEL,23.0,44,8,17.5,2.3,5.4,0.416,0.4,1.3,0.304,1.6,2.3,0.693,0.6,1.3,1.9,0.7,0.4,0.1,1.1,1.6,6.5,Darin Johnson
203910,2017-18,20,1612709890,AUS,25.0,48,41,31.3,3.8,10.8,0.354,1.6,4.6,0.359,2.4,2.9,0.839,0.8,3.2,4.0,3.8,1.2,0.3,2.1,3.0,11.7,Nick Johnson
1628514,2017-18,20,1612709900,NAS,24.0,27,0,12.9,1.6,3.9,0.423,1.2,3.2,0.379,0.4,0.5,0.786,0.3,1.9,2.2,0.7,0.4,0.0,0.3,0.9,4.9,Peter Jok
203199,2017-18,20,1612709910,FWN,28.0,49,48,30.6,6.6,12.9,0.508,1.7,3.8,0.435,3.7,4.4,0.833,0.7,4.1,4.8,1.6,1.3,0.6,2.5,1.9,18.4,DeQuan Jones
1627883,2017-18,20,0,TOT,25.0,32,21,31.4,6.6,14.2,0.465,1.3,4.5,0.276,5.1,6.5,0.784,1.9,5.2,7.1,2.4,0.7,0.5,2.4,2.9,19.5,Jalen Jones
1628512,2017-18,20,1612709914,RNO,23.0,50,40,29.6,3.8,9.1,0.413,1.2,4.1,0.305,1.4,1.8,0.783,0.7,3.1,3.8,1.3,1.3,0.1,1.0,2.0,10.2,Matt Jones
1627912,2017-18,20,1612709893,CTN,25.0,20,12,26.2,1.9,4.2,0.452,0.0,0.2,0.0,0.5,0.9,0.588,2.6,5.0,7.6,3.8,1.1,0.4,1.1,1.8,4.3,Roosevelt Jones
203093,2017-18,20,1612709902,SCW,26.0,16,9,29.8,7.2,13.6,0.53,1.0,2.7,0.372,3.9,7.4,0.525,1.3,5.8,7.1,4.6,1.2,1.3,3.1,3.3,19.3,Terrence Jones
203103,2017-18,20,1612709911,IWA,26.0,26,10,23.5,4.2,9.1,0.462,1.0,2.9,0.329,1.4,1.9,0.72,1.0,4.0,5.0,1.6,0.7,0.6,1.5,2.3,10.7,Perry Jones III
1627884,2017-18,20,0,TOT,21.0,29,22,29.1,6.3,12.8,0.497,1.6,4.7,0.338,3.2,4.6,0.692,1.6,5.9,7.4,1.9,1.3,1.8,1.7,2.6,17.4,Derrick Jones Jr.
1628672,2017-18,20,1612709920,RAP,24.0,43,7,19.8,2.4,6.4,0.376,0.5,2.2,0.245,1.2,1.5,0.815,0.4,1.9,2.3,4.5,0.9,0.0,1.8,1.8,6.6,Kaza Keane
1628460,2017-18,20,1612709917,GRD,23.0,47,14,21.2,3.6,8.5,0.418,2.1,5.3,0.405,0.5,0.6,0.8,0.2,1.7,1.9,1.4,0.5,0.1,1.3,1.5,9.7,Bronson Koenig
1628436,2017-18,20,1612709919,WES,22.0,36,35,32.4,6.0,12.3,0.489,2.5,5.8,0.438,1.6,1.9,0.812,1.3,4.9,6.2,2.5,0.7,1.6,1.5,2.1,16.1,Luke Kornet
1628874,2017-18,20,1612709924,ACC,28.0,1,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Theron Laudermill
1626586,2017-18,20,1612709890,AUS,30.0,44,0,24.1,3.6,9.0,0.405,2.3,6.3,0.363,1.6,1.8,0.888,0.5,2.5,3.0,3.8,1.5,0.1,2.2,2.2,11.2,Jeff Ledbetter
203495,2017-18,20,1612709927,WIS,25.0,17,14,33.8,5.7,14.6,0.391,2.4,7.2,0.328,1.6,1.6,0.964,0.8,5.8,6.5,2.9,1.6,0.1,1.9,1.2,15.4,Ricky Ledo
